item,issn,label,publisher,homepage_url,http_status,final_url,category
2001,0360-3016,INTERNATIONAL JOURNAL OF  RADIATION ONCOLOGY BIOLO / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/international-journal-of-radiation-oncology-biology-physics,403,https://www.journals.elsevier.com/international-journal-of-radiation-oncology-biology-physics,BROKEN_403
2002,0022-1759,JOURNAL OF IMMUNOLOGICAL  METHODS / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/journal-of-immunological-methods,403,https://www.journals.elsevier.com/journal-of-immunological-methods,BROKEN_403
2003,1534-6617,HUMAN BIOLOGY / WAYNE STATE UNIV PRESS,WAYNE STATE UNIV PRESS,http://digitalcommons.wayne.edu/humbiol,200,https://digitalcommons.wayne.edu/humbiol/,WORKING
2004,1557-4660,Asia-Pacific Journal: Japan Focus Cambridge Univer / Unknown,Unknown,http://www.japanfocus.org/,403,http://www.japanfocus.org/,BROKEN_403
2005,1806-9339,Revista Brasileira de Ginecologia e Obstetricia Fe / Unknown,Unknown,"https://lp.thieme.de/journals/rbgo-gynecology-und-obstetrics/0100-7203#:~:text=RBGO%20has%20the%20purpose%20of,Gynecological%20Endoscopy%2C%20Gynecological%20Endocrinology%2C%20Lower",200,https://lp.thieme.de/journals/,WORKING
2006,0733-8627,EMERGENCY MEDICINE CLINICS OF  NORTH AMERICA / W B SAUNDERS CO-ELSEVIER INC,W B SAUNDERS CO-ELSEVIER INC,https://www.journals.elsevier.com/emergency-medicine-clinics-of-north-america,403,https://www.journals.elsevier.com/emergency-medicine-clinics-of-north-america,BROKEN_403
2007,1951-6711,Revue d'Elevage et de Medecine Veterinaire des Pay / Unknown,Unknown,http://revues.cirad.fr/index.php/REMVT/,200,https://revues.cirad.fr:443/index.php/REMVT/,WORKING
2008,1531-2445,Family Court Review John Wiley & Sons Inc. / Unknown,Unknown,https://onlinelibrary.wiley.com/journal/17441617,200,https://onlinelibrary.wiley.com/journal/17441617,WORKING
2009,1351-0347,"DEMOCRATIZATION / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/fdem20/current,200,https://www.tandfonline.com/toc/fdem20/current,WORKING
2010,0143-7739,LEADERSHIP & ORGANIZATION  DEVELOPMENT JOURNAL / EMERALD GROUP PUBLISHING LTD,EMERALD GROUP PUBLISHING LTD,,NO_URL,,NO_URL
2011,0312-2417,AUSTRALIAN ARCHAEOLOGY / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,http://www.australianarchaeology.com/our-journal/,404,http://www.australianarchaeology.com/our-journal/,BROKEN_404
2012,1740-7745,CLINICAL TRIALS / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://ctj.sagepub.com/,403,http://ctj.sagepub.com/,BROKEN_403
2013,1469-3062,CLIMATE POLICY / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tcpo20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2014,0144-8609,AQUACULTURAL ENGINEERING / ELSEVIER SCI LTD,ELSEVIER SCI LTD,https://www.journals.elsevier.com/aquacultural-engineering,403,https://www.journals.elsevier.com/aquacultural-engineering,BROKEN_403
2015,1364-2987,"INTERNATIONAL JOURNAL OF HUMAN  RIGHTS / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS L","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/fjhr20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2016,2542-1905,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnay / Unknown,Unknown,http://andjournal.sgu.ru,200,https://andjournal.sgu.ru/,WORKING
2017,2101-0137,GUERRES MONDIALES ET CONFLITS  CONTEMPORAINS / PRESSES UNIV FRANCE,PRESSES UNIV FRANCE,https://www.puf.com/collections/Guerres_mondiales_-_conflits_contempo.#en-savoir-plus,404,https://www.puf.com/collections/Guerres_mondiales_-_conflits_contempo.#en-savoir-plus,BROKEN_404
2018,0929-7049,"CHILD NEUROPSYCHOLOGY / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/ncny20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2019,2234-7550,Journal of the Korean Association of Oral and Maxi / Unknown,Unknown,http://www.jkaoms.org,200,https://www.jkaoms.org/main.html,WORKING
2020,1470-1367,Women Informa UK Ltd / Unknown,Unknown,https://www.tandfonline.com/loi/rwcr20,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2021,1544-5976,JOURNAL OF WEB ENGINEERING / RIVER PUBLISHERS,RIVER PUBLISHERS,https://www.riverpublishers.com/journal.php?j=JWE/17/4/jeb,200,https://www.riverpublishers.com/journal.php?j=JWE/17/4/jeb,WORKING
2022,2169-9798,Journal for Nurses in Professional Development Lip / Unknown,Unknown,http://journals.lww.com/jnsdonline/pages/default.aspx,200,https://journals.lww.com/jnsdonline/pages/default.aspx,WORKING
2023,1940-0616,JOURNAL OF THE TORREY BOTANICAL  SOCIETY / TORREY BOTANICAL SOC,TORREY BOTANICAL SOC,http://www.torreybotanical.org/publications/journal,200,https://www.torreybotanical.org/publications/journal/,WORKING
2024,1984-6398,Revista Brasileira de Linguistica Aplicada Univers / Unknown,Unknown,,NO_URL,,NO_URL
2025,1607-0658,South African Journal of Clinical Nutrition Taylor / Unknown,Unknown,https://www.tandfonline.com/toc/ojcn20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2026,2383-7845,Journal of Pathology and Translational Medicine Ko / Unknown,Unknown,http://jpatholtm.org/,200,https://www.jpatholtm.org/,WORKING
2027,2616-6909,Diyala Journal of Engineering Sciences University  / Unknown,Unknown,http://enginmag.uodiyala.edu.iq,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2028,2052-3289,HIGH POWER LASER SCIENCE AND  ENGINEERING / CAMBRIDGE UNIV PRESS,CAMBRIDGE UNIV PRESS,https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering,200,https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering,WORKING
2029,1560-2745,FUNGAL DIVERSITY / SPRINGER,SPRINGER,https://www.springer.com/journal/13225,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F13225,WORKING
2030,1989-4635,Cuadernos de Turismo Escuela Universitaria de Turi / Unknown,Unknown,http://revistas.um.es/turismo/index,200,https://revistas.um.es/turismo/index,WORKING
2031,2005-5447,INTERNATIONAL JOURNAL OF STEM  CELLS / KOREAN SOC STEM CELL RESEARCH,KOREAN SOC STEM CELL RESEARCH,http://www.ijstemcell.com,200,https://www.ijstemcell.com/main.html,WORKING
2032,2239-253X,ANNALI ITALIANI DI CHIRURGIA / EDIZIONI LUIGI POZZI,EDIZIONI LUIGI POZZI,,NO_URL,,NO_URL
2033,1544-4759,JOURNAL OF INVESTIGATIVE  PSYCHOLOGY AND OFFENDER  / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/15444767,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2034,1799-8972,Suomen Antropologi Finnish Anthropological Society / Unknown,Unknown,http://journal.fi/suomenantropologi/issue/archive,200,https://journal.fi/suomenantropologi/issue/archive,WORKING
2035,2663-9130,Revista Oficial del Poder Judicial Poder Judicial  / Unknown,Unknown,https://revistas.pj.gob.pe/revista/index.php/ropj/index,200,https://revistas.pj.gob.pe/revista/index.php/ropj/index,WORKING
2036,1046-3283,"EUROPEAN REVIEW OF SOCIAL  PSYCHOLOGY / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/pers20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2037,2306-3432,Problemy Analiza Petrozavodsk State University / Unknown,Unknown,http://issuesofanalysis.petrsu.ru/,200,https://issuesofanalysis.petrsu.ru/,WORKING
2038,2250-2483,Journal of The Institution of Engineers (India): S / Unknown,Unknown,https://www.springer.com/journal/40034,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F40034,WORKING
2039,2509-9515,Corpus Pragmatics Springer Science + Business Medi / Unknown,Unknown,https://www.springer.com/journal/41701,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F41701,WORKING
2040,2073-9729,International Journal of Electronic Commerce Studi / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,https://ijecs.academic-publication.org/home,200,https://ijecs.academic-publication.org/home,WORKING
2041,2309-4907,International Journal of Comparative Education and / Unknown,Unknown,,NO_URL,,NO_URL
2042,2957-4323,East African Journal of Neurological Sciences East / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,,NO_URL,,NO_URL
2043,2053-4272,Policy and Practice Centre for Global Education / Unknown,Unknown,,NO_URL,,NO_URL
2044,0028-3878,NEUROLOGY / LIPPINCOTT WILLIAMS & WILKINS,LIPPINCOTT WILLIAMS & WILKINS,http://www.neurology.org/,200,https://www.neurology.org/,WORKING
2045,0009-286X,CHEMIE INGENIEUR TECHNIK / WILEY-V C H VERLAG GMBH,WILEY-V C H VERLAG GMBH,https://onlinelibrary.wiley.com/journal/15222640,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2046,1399-0020,INTERNATIONAL JOURNAL OF ORAL  AND MAXILLOFACIAL S / CHURCHILL LIVINGSTONE,CHURCHILL LIVINGSTONE,https://www.sciencedirect.com/journal/international-journal-of-oral-and-maxillofacial-surgery,403,https://www.sciencedirect.com/journal/international-journal-of-oral-and-maxillofacial-surgery,BROKEN_403
2047,1466-5026,INTERNATIONAL JOURNAL OF  SYSTEMATIC AND EVOLUTION / MICROBIOLOGY SOC,MICROBIOLOGY SOC,http://ijs.sgmjournals.org/,525,http://ijs.sgmjournals.org/,BROKEN_525
2048,1552-4825,AMERICAN JOURNAL OF MEDICAL  GENETICS PART A / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/15524833,403,https://onlinelibrary.wiley.com/journal/15524833,BROKEN_403
2049,0029-5639,NUCLEAR SCIENCE AND ENGINEERING / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/unse20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2050,1528-8935,JOURNAL OF MANUFACTURING  SCIENCE AND ENGINEERING- / ASME,ASME,,NO_URL,,NO_URL
2051,1350-6501,PROCEEDINGS OF THE INSTITUTION OF  MECHANICAL ENGI / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://www.uk.sagepub.com/journals/Journal202023,200,https://uk.sagepub.com/en-gb/eur/journal/proceedings-institution-mechanical-engineers-part-j-journal-engineering-tribology,WORKING
2052,1361-6498,JOURNAL OF RADIOLOGICAL  PROTECTION / IOP PUBLISHING LTD,IOP PUBLISHING LTD,http://iopscience.org/jrp,200,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=3be483e7-8041-4581-8129-15e55fd053d5&ssb=28258279715&ssc=https%3A%2F%2Fiopscience.iop.org%2Fjournal%2F0952-4746&ssi=20ae8e85-cnvj-4488-85de-1bcb4df61aad&ssk=botmanager_support@radware.com&ssm=36910453863268115102285116105307&ssn=4ffb15a0bb39411c34f1c1b94930d09da9a1b45e816e-edc0-457f-94bc1e&sso=2cbffd87-7d8ad451255330743d711136832443c1815881b1d58e815e&ssp=59450568801780627465178061283343159&ssq=29548818550461596466885504216120720685575&ssr=MTA1LjIzNS4xMzUuNjY=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/124.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMGEzNzE0MjktMjgzNC00Yzc1LWJmZDgtMDE2ZTllZDBmZDJkMS0xNzgwNjg1NTA0MTM2MC1mYTYyMzhhMjFhMDc1NjFhMTAiLCJfX3V6bWYiOiI3ZjkwMDBiNDVlODE2ZS1lZGMwLTQ1N2YtOWQ4Ny03ZDhhZDQ1MTI1NTMxLTE3ODA2ODU1MDQxMzYwLTAwMzAxNDE0ZmY4MDA1ZDIzYmQxMCJ9",WORKING
2053,0031-5303,PERIODICA MATHEMATICA  HUNGARICA / SPRINGER,SPRINGER,https://www.springer.com/journal/10998,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10998,WORKING
2054,1745-7645,International Journal of Operational Research Inde / Unknown,Unknown,http://www.inderscience.com/browse/index.php?journalID=170,200,http://www.inderscience.com/browse/index.php?journalID=170,WORKING
2055,1366-9877,"JOURNAL OF RISK RESEARCH / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rjrr20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2056,0163-4445,JOURNAL OF FAMILY THERAPY / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6427,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2057,0717-6287,BIOLOGICAL RESEARCH / SOC BIOLGIA CHILE,SOC BIOLGIA CHILE,https://biolres.biomedcentral.com/,200,https://biolres.biomedcentral.com/,WORKING
2058,2195-3880,"Journal of Control, Automation and Electrical Syst / Unknown",Unknown,https://link.springer.com/journal/40313,200,https://link.springer.com/journal/40313,WORKING
2059,2449-8289,Studia Iuridica Lublinensia Wydawnictwo Uniwersyte / Unknown,Unknown,https://journals.umcs.pl/sil/index,200,https://journals.umcs.pl/sil/index,WORKING
2060,1988-561X,"Revista Espanola de Patologia Ediciones Doyma, S.L / Unknown",Unknown,https://www.journals.elsevier.com/revista-espanola-de-patologia,403,https://www.journals.elsevier.com/revista-espanola-de-patologia,BROKEN_403
2061,0010-0757,COLLECTANEA MATHEMATICA / SPRINGER-VERLAG ITALIA SRL,SPRINGER-VERLAG ITALIA SRL,https://www.springer.com/journal/13348,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F13348,WORKING
2062,0832-7823,JOURNAL OF MICROWAVE POWER  AND ELECTROMAGNETIC EN / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/tpee20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2063,2471-5638,JOURNAL OF EXPERIMENTAL ZOOLOGY  PART A-ECOLOGICAL / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/24715646,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2064,1471-8731,DEVELOPING WORLD BIOETHICS / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/14718847,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2065,1070-9428,JOURNAL OF HYMENOPTERA  RESEARCH / PENSOFT PUBLISHERS,PENSOFT PUBLISHERS,http://jhr.pensoft.net/,200,https://jhr.pensoft.net/,WORKING
2066,1349-0222,Journal of Echocardiography Springer Japan / Unknown,Unknown,https://www.springer.com/journal/12574,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F12574,WORKING
2067,0959-6801,EUROPEAN JOURNAL OF INDUSTRIAL  RELATIONS / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://www.sagepub.com/journals/Journal200877/title,500,http://www.sagepub.com/journals/Journal200877/title,BROKEN_500
2068,1847-1153,"DRVNA INDUSTRIJA / ZAGREB UNIV, FAC FORESTRY","ZAGREB UNIV, FAC FORESTRY",https://www.drvnaindustrija.com/,200,https://www.drvnaindustrija.com/,WORKING
2069,2469-7281,IEEE Journal of Radio Frequency Identification Ins / Unknown,Unknown,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7433271,200,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7433271,WORKING
2070,2469-729X,IEEE Journal of Radio Frequency Identification / Unknown,Unknown,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7433271,200,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7433271,WORKING
2071,1941-9074,Current Cardiovascular Imaging Reports Current Med / Unknown,Unknown,https://www.springer.com/journal/12410,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F12410,WORKING
2072,2223-7682,South African Journal of Childhood Education OpenJ / Unknown,Unknown,https://www.sajce.co.za,200,https://sajce.co.za/index.php/sajce,WORKING
2073,2454-2520,Hepatoma Research OAE Publishing Inc. / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,http://hrjournal.net,200,https://www.oaepublish.com/hr,WORKING
2074,2053-4604,Journal of Entrepreneurship in Emerging Economies  / Unknown,Unknown,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=JEEE,200,https://www.emeraldgrouppublishing.com/journal/jeee?id=JEEE,WORKING
2075,2056-3744,EVOLUTION LETTERS / OXFORD UNIV PRESS,OXFORD UNIV PRESS,https://onlinelibrary.wiley.com/journal/20563744,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2076,2588-0195,International Journal for Computational Civil and  / Unknown,Unknown,http://ijccse.iasv.ru/index,200,https://ijccse.iasv.ru/index,WORKING
2077,1547-3341,"LANGUAGE LEARNING AND  DEVELOPMENT / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/hlld20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2078,2666-5662,Food Chemistry: Molecular Sciences Elsevier B.V. / Unknown,Unknown,https://www.journals.elsevier.com/food-chemistry-molecular-sciences,403,https://www.journals.elsevier.com/food-chemistry-molecular-sciences,BROKEN_403
2079,2686-7184,Russian Journal of Woman and Child Health Meditsin / Unknown,Unknown,https://wchjournal.com/en/,200,https://wchjournal.com/en/,WORKING
2080,1815-8889,Antropologicheskij Forum Peter the Great Museum of / Unknown,Unknown,,NO_URL,,NO_URL
2081,2576-7895,Journal of Magazine Media University of Nebraska P / Unknown,Unknown,https://aejmcmagazine.arizona.edu/journal-archives.html,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2082,2768-3192,Integrative and Complementary Therapies Mary Ann L / Unknown,Unknown,,NO_URL,,NO_URL
2083,2476-1036,Journal of Contemporary East Asia Studies Routledg / Unknown,Unknown,https://www.tandfonline.com/toc/reas20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2084,1687-9147,Advances in Operations Research John Wiley and Son / Unknown,Unknown,https://www.hindawi.com/journals/aor/,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2085,2662-6136,Review of Evolutionary Political Economy Springer  / Unknown,Unknown,https://link.springer.com/journal/43253,200,https://link.springer.com/journal/43253,WORKING
2086,0325-187X,Meteorologica Centro Argentino de Meteorologos / Unknown,Unknown,http://www.meteorologica.org.ar/,200,http://www.meteorologica.org.ar/,WORKING
2087,2347-0364,Meteorologica / Unknown,Unknown,http://www.meteorologica.org.ar/,200,http://www.meteorologica.org.ar/,WORKING
2088,1590-0932,Note di Matematica Pitagora Editrice / Unknown,Unknown,http://siba-ese.unisalento.it/index.php/notemat/index,200,http://siba-ese.unisalento.it/index.php/notemat/index,WORKING
2089,0016-5085,GASTROENTEROLOGY / W B SAUNDERS CO-ELSEVIER INC,W B SAUNDERS CO-ELSEVIER INC,https://www.sciencedirect.com/journal/gastroenterology,403,https://www.sciencedirect.com/journal/gastroenterology,BROKEN_403
2090,0031-5125,PERCEPTUAL AND MOTOR SKILLS / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,http://journals.sagepub.com/home/pms,200,https://journals.sagepub.com/home/pms,WORKING
2091,0161-6420,OPHTHALMOLOGY / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.sciencedirect.com/journal/ophthalmology,403,https://www.sciencedirect.com/journal/ophthalmology,BROKEN_403
2092,0146-6615,JOURNAL OF MEDICAL VIROLOGY / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9071,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2093,1578-1860,REVISTA CLINICA ESPANOLA / EDICIONES DOYMA S A,EDICIONES DOYMA S A,https://www.journals.elsevier.com/revista-clinica-espanola,403,https://www.journals.elsevier.com/revista-clinica-espanola,BROKEN_403
2094,0190-7409,CHILDREN AND YOUTH SERVICES  REVIEW / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/children-and-youth-services-review,403,https://www.journals.elsevier.com/children-and-youth-services-review,BROKEN_403
2095,0140-1963,JOURNAL OF ARID ENVIRONMENTS / ACADEMIC PRESS LTD- ELSEVIER  SCIENCE LT,ACADEMIC PRESS LTD- ELSEVIER  SCIENCE LTD,http://www.journals.elsevier.com/journal-of-arid-environments,403,http://www.journals.elsevier.com/journal-of-arid-environments,BROKEN_403
2096,0343-2521,GeoJournal Springer Science and Business Media Deu / Unknown,Unknown,http://www.springerlink.com/content/102895/,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2097,0006-8314,BOUNDARY-LAYER METEOROLOGY / SPRINGER,SPRINGER,http://www.springer.com/earth+sciences/meteorology/journal/10546,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10546,WORKING
2098,0952-3480,NMR IN BIOMEDICINE / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1492,403,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1492,BROKEN_403
2099,0960-3271,HUMAN & EXPERIMENTAL  TOXICOLOGY / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://www.sagepub.com/journals/Journal201813/title,500,http://www.sagepub.com/journals/Journal201813/title,BROKEN_500
2100,0022-4561,JOURNAL OF SOIL AND WATER  CONSERVATION / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.jswconline.org,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2101,0019-5413,INDIAN JOURNAL OF ORTHOPAEDICS / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/43465,ERROR,timed out,BROKEN_NET
2102,1578-8865,"Semergen Ediciones Doyma, S.L. / Unknown",Unknown,https://www.journals.elsevier.com/medicina-de-familia-semergen,403,https://www.journals.elsevier.com/medicina-de-familia-semergen,BROKEN_403
2103,2311-6706,NANO-MICRO LETTERS / SHANGHAI JIAO TONG UNIV PRESS,SHANGHAI JIAO TONG UNIV PRESS,https://www.springer.com/journal/40820,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F40820,WORKING
2104,1793-0421,INTERNATIONAL JOURNAL OF NUMBER  THEORY / WORLD SCIENTIFIC PUBL CO PTE  LTD,WORLD SCIENTIFIC PUBL CO PTE  LTD,http://www.worldscinet.com/ijnt/ijnt.shtml,520,http://www.worldscinet.com/ijnt/ijnt.shtml,BROKEN_520
2105,1556-8253,"BREASTFEEDING MEDICINE / MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",http://www.liebertonline.com/loi/bfm,200,https://maint.online.liebertpub.com/,WORKING
2106,1052-9276,REVIEWS IN MEDICAL VIROLOGY / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/10991654,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2107,1674-7216,Scientia Sinica Mathematica Science Press / Unknown,Unknown,,NO_URL,,NO_URL
2108,1239-9736,INTERNATIONAL JOURNAL OF  CIRCUMPOLAR HEALTH / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,http://www.circumpolarhealthjournal.net/,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2109,1861-8200,JOURNAL OF REAL-TIME IMAGE  PROCESSING / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/11554,ERROR,timed out,BROKEN_NET
2110,1040-8347,CRITICAL REVIEWS IN ANALYTICAL  CHEMISTRY / TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,https://www.tandfonline.com/toc/batc20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2111,1757-448X,JOURNAL OF INTEGRATIVE  NEUROSCIENCE / IMR PRESS,IMR PRESS,http://www.worldscinet.com/jin/jin.shtml,520,http://www.worldscinet.com/jin/jin.shtml,BROKEN_520
2112,1384-5810,DATA MINING AND KNOWLEDGE  DISCOVERY / SPRINGER,SPRINGER,http://www.springer.com/computer/database+management+&+information+retrieval/journal/10618,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10618,WORKING
2113,0890-8575,NATURAL RESOURCE MODELING / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/19397445,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2114,2412-3986,Zanco Journal of Pure and Applied Sciences Salahad / Unknown,Unknown,https://zancojournals.su.edu.krd/index.php/JPAS,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2115,1469-5901,European Journal of Psychotherapy and Counselling  / Unknown,Unknown,https://www.tandfonline.com/toc/rejp20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2116,2340-2792,Gazeta de Antropologia Univesidad de Granada / Unknown,Unknown,http://www.gazeta-antropologia.es,200,http://www.gazeta-antropologia.es,WORKING
2117,1573-4099,CURRENT COMPUTER-AIDED DRUG  DESIGN / BENTHAM SCIENCE PUBL LTD,BENTHAM SCIENCE PUBL LTD,,NO_URL,,NO_URL
2118,2578-4218,SCHOOL PSYCHOLOGY / EDUCATIONAL PUBLISHING  FOUNDATION-AMERI,EDUCATIONAL PUBLISHING  FOUNDATION-AMERICAN  PSYCHOLOGICAL A,,NO_URL,,NO_URL
2119,1735-3610,Iranian Rehabilitation Journal University of Socia / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,http://irj.uswr.ac.ir/,200,http://irj.uswr.ac.ir/,WORKING
2120,0025-7826,MEDICINA DELLO SPORT / EDIZIONI MINERVA MEDICA,EDIZIONI MINERVA MEDICA,,NO_URL,,NO_URL
2121,1578-2735,ACTAS ESPANOLAS DE PSIQUIATRIA / JUAN JOSE LOPEZ-IBOR  FOUNDATION,JUAN JOSE LOPEZ-IBOR  FOUNDATION,,NO_URL,,NO_URL
2122,2180-3862,Journal of Information and Communication Technolog / Unknown,Unknown,http://jict.uum.edu.my/,500,http://jict.uum.edu.my/,BROKEN_500
2123,1687-7969,ADVANCES IN ASTRONOMY / WILEY,WILEY,https://www.hindawi.com/journals/aa/,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2124,1787-064X,Acta Silvatica et Lignaria Hungarica University of / Unknown,Unknown,,NO_URL,,NO_URL
